Age (bin),Age Group,Category,Color,Discount,Discount Count,Frequency of Purchases,Gender,Item,Location,Past Purchases,Payment Method,Season,Shipping Type,Size,Subscription Status,Table Name,Age,Customer,Previous Purchases,Product Count,Review Rating,Sales (USD)
30,35-44,Clothing,Teal,Yes,1,Weekly,Male,Pants,Delaware,1 - 3,Cash,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,38,803,1,1,3.5,25.59
30,25-34,Clothing,Silver,Yes,1,Monthly,Male,Shorts,Connecticut,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,32,804,1,1,2.8,22.71
40,35-44,Footwear,Maroon,Yes,1,Quarterly,Male,Boots,Mississippi,1 - 3,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,43,805,2,1,2.6,32.05
40,35-44,Clothing,White,Yes,1,Monthly,Male,Dress,Connecticut,"0
New",Card,Summer,Store Pickup,L,No,Retail_Clothing_Sales.csv,41,806,0,1,3.7,15.78
50,55-64,Clothing,Charcoal,Yes,1,Quarterly,Male,Jeans,Florida,"0
New",Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,56,807,0,1,2.7,44.08
20,25-34,Clothing,Brown,Yes,1,Weekly,Male,T-shirt,New York,4 - 6,Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,27,808,5,1,3.3,156.07
20,25-34,Footwear,Lavender,Yes,1,Monthly,Male,Shoes,Wisconsin,"0
New",Cash,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,26,809,0,1,4.6,273.87
40,45-54,Footwear,Violet,Yes,1,Weekly,Male,Boots,South Carolina,1 - 3,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,48,810,1,1,4.9,108.12
10,18-24,Accessories,Lavender,Yes,1,Weekly,Male,Scarf,South Dakota,1 - 3,Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,19,811,1,1,4.9,118.46
10,18-24,Footwear,Green,Yes,1,Quarterly,Male,Sneakers,Illinois,"0
New",Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,18,812,0,1,2.7,19.91
60,55-64,Footwear,Olive,Yes,1,Weekly,Male,Boots,Alaska,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,64,813,1,1,3.2,44.06
20,18-24,Accessories,Olive,Yes,1,Fortnightly,Male,Handbag,Montana,4 - 6,Card,Summer,Store Pickup,S,No,Retail_Clothing_Sales.csv,21,814,6,1,2.9,29.81
30,25-34,Clothing,Pink,Yes,1,Monthly,Male,Shirt,Minnesota,7 & more,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,31,815,7,1,3.8,53.84
30,25-34,Accessories,Teal,Yes,1,Weekly,Male,Hat,West Virginia,1 - 3,Card,Spring,Store Pickup,L,No,Retail_Clothing_Sales.csv,30,816,2,1,3,123.36
20,25-34,Clothing,Cyan,Yes,1,Monthly,Male,Sweater,Illinois,1 - 3,Card,Summer,Store Pickup,L,No,Retail_Clothing_Sales.csv,26,817,2,1,3.9,11.56
20,25-34,Accessories,Gray,Yes,1,Fortnightly,Male,Handbag,Nevada,1 - 3,Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,25,818,1,1,4.7,9.7
50,45-54,Clothing,Peach,Yes,1,Monthly,Male,Shirt,Idaho,1 - 3,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,54,819,1,1,4.9,177.72
50,55-64,Accessories,Teal,Yes,1,Quarterly,Male,Sunglasses,Colorado,1 - 3,Card,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,55,820,2,1,4.8,20.85
50,55-64,Footwear,Turquoise,Yes,1,Monthly,Male,Sneakers,Louisiana,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,56,821,2,1,2.5,23.57
20,25-34,Clothing,Green,Yes,1,Weekly,Male,Hoodie,Vermont,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,25,822,1,1,3.9,23.57
30,35-44,Clothing,Magenta,Yes,1,Fortnightly,Male,Shirt,Mississippi,1 - 3,Cash,Winter,Courier,L,No,Retail_Clothing_Sales.csv,35,823,3,1,3.4,48.74
20,25-34,Accessories,Green,Yes,1,Quarterly,Male,Sunglasses,Georgia,7 & more,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,27,824,9,1,2.5,13.59
30,35-44,Clothing,White,Yes,1,Quarterly,Male,Blouse,Georgia,"0
New",Cash,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,36,825,0,1,3,219.32
20,25-34,Accessories,Brown,Yes,1,Monthly,Male,Belt,Nebraska,4 - 6,Cash,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,27,826,4,1,3.6,218.99
20,18-24,Clothing,Purple,Yes,1,Weekly,Male,Dress,Massachusetts,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,21,827,0,1,3.6,218.67
30,25-34,Footwear,Turquoise,Yes,1,Monthly,Male,Shoes,Connecticut,4 - 6,Card,Winter,Store Pickup,L,No,Retail_Clothing_Sales.csv,30,827,6,1,2.6,9.09
30,25-34,Footwear,Green,Yes,1,Fortnightly,Male,Shoes,Colorado,1 - 3,Cash,Fall,Courier,S,No,Retail_Clothing_Sales.csv,31,828,1,1,4.1,37.02
20,18-24,Clothing,Peach,Yes,1,Weekly,Male,Socks,Nevada,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,24,829,2,1,3.7,53.82
20,18-24,Clothing,Silver,Yes,1,Fortnightly,Male,Socks,Idaho,4 - 6,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,22,830,6,1,3.1,45.54
40,35-44,Clothing,Maroon,Yes,1,Fortnightly,Male,Shorts,Wyoming,4 - 6,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,41,831,4,1,4.2,88.64
60,65-70,Accessories,Red,Yes,1,Monthly,Male,Gloves,Washington,"0
New",Cash,Summer,Courier,M,No,Retail_Clothing_Sales.csv,66,832,0,1,4.3,55.94
40,35-44,Outerwear,Blue,Yes,1,Weekly,Male,Jacket,California,1 - 3,Cash,Fall,Courier,L,No,Retail_Clothing_Sales.csv,43,833,2,1,2.5,103.76
40,35-44,Accessories,Purple,Yes,1,Fortnightly,Male,Handbag,Oklahoma,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,43,834,1,1,3.5,66.85
10,18-24,Accessories,Indigo,Yes,1,Weekly,Male,Backpack,Nevada,4 - 6,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,19,835,4,1,3.1,155.93
30,35-44,Footwear,Indigo,Yes,1,Weekly,Male,Boots,Maryland,1 - 3,Card,Summer,Store Pickup,L,No,Retail_Clothing_Sales.csv,35,836,3,1,2.5,12.91
20,18-24,Accessories,Violet,Yes,1,Weekly,Male,Gloves,West Virginia,1 - 3,Cash,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,23,837,3,1,3.9,165.91
20,25-34,Clothing,Brown,Yes,1,Monthly,Male,Hoodie,Illinois,1 - 3,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,25,838,1,1,4.9,14.3
30,25-34,Outerwear,Gray,Yes,1,Fortnightly,Male,Coat,Kentucky,"0
New",Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,33,839,0,1,4.3,15.01
40,45-54,Clothing,Teal,Yes,1,Monthly,Male,Shirt,Illinois,7 & more,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,48,840,9,1,2.6,16.57
20,18-24,Clothing,Teal,Yes,1,Weekly,Male,Shirt,Alabama,4 - 6,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,22,841,4,1,4.2,11.56
50,55-64,Clothing,Beige,Yes,1,Fortnightly,Male,Sweater,Texas,1 - 3,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,55,842,2,1,2.6,147.33
50,45-54,Clothing,Violet,Yes,1,Weekly,Male,Shirt,Missouri,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,54,843,2,1,3.6,140.5
20,25-34,Clothing,Beige,Yes,1,Weekly,Male,Hoodie,Pennsylvania,4 - 6,Card,Summer,Courier,S,No,Retail_Clothing_Sales.csv,28,844,5,1,3.2,103.7
50,45-54,Footwear,Purple,Yes,1,Weekly,Male,Sandals,Missouri,"0
New",Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,54,845,0,1,4.4,33.22
30,25-34,Accessories,Charcoal,Yes,1,Monthly,Male,Belt,Michigan,1 - 3,Card,Winter,Courier,XL,No,Retail_Clothing_Sales.csv,31,846,1,1,3.7,9.69
40,45-54,Footwear,Pink,Yes,1,Quarterly,Male,Boots,Kentucky,"0
New",Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,49,847,0,1,3.7,76.83
20,25-34,Clothing,Blue,Yes,1,Monthly,Male,Hoodie,New Jersey,1 - 3,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,28,848,1,1,4.1,28.72
40,45-54,Footwear,Lavender,Yes,1,Weekly,Male,Sandals,Delaware,1 - 3,Card,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,48,849,1,1,3.6,79.84
20,18-24,Clothing,Charcoal,Yes,1,Quarterly,Male,Jeans,Missouri,1 - 3,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,23,850,2,1,4.3,52.12
30,35-44,Footwear,Red,Yes,1,Monthly,Male,Sandals,Massachusetts,4 - 6,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,35,852,4,1,2.9,134.63
30,25-34,Clothing,Yellow,Yes,1,Monthly,Male,Dress,Florida,1 - 3,Card,Spring,Store Pickup,L,No,Retail_Clothing_Sales.csv,34,853,3,1,4.2,50.53
20,25-34,Accessories,Orange,Yes,1,Monthly,Male,Hat,Delaware,"0
New",Cash,Winter,Courier,L,No,Retail_Clothing_Sales.csv,25,854,0,1,4,27.6
20,18-24,Clothing,Blue,Yes,1,Monthly,Male,Pants,California,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,21,855,3,1,4.3,28.71
70,65-70,Clothing,Gold,Yes,1,Quarterly,Male,Socks,Oregon,4 - 6,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,70,856,6,1,3,88.6
50,55-64,Clothing,Gold,Yes,1,Fortnightly,Male,Shirt,Alaska,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,55,857,0,1,3.5,18.25
40,35-44,Clothing,Cyan,Yes,1,Monthly,Male,Shorts,Missouri,"0
New",Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,43,858,0,1,3,50.27
10,18-24,Outerwear,Olive,Yes,1,Weekly,Male,Jacket,Oklahoma,1 - 3,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,19,859,1,1,3.1,12.91
30,25-34,Clothing,Teal,Yes,1,Monthly,Male,Hoodie,Wisconsin,4 - 6,Card,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,33,860,6,1,4,79.8
20,25-34,Footwear,Maroon,Yes,1,Monthly,Male,Shoes,South Carolina,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,26,861,2,1,4.1,140.39
20,25-34,Clothing,Green,Yes,1,Monthly,Male,Skirt,Virginia,"0
New",Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,26,862,0,1,3.3,854.17
10,18-24,Outerwear,Charcoal,Yes,1,Fortnightly,Male,Coat,Arkansas,4 - 6,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,19,863,6,1,4.9,123.27
40,45-54,Footwear,Cyan,Yes,1,Fortnightly,Male,Sneakers,Vermont,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,49,864,0,1,3.9,25.59
20,25-34,Clothing,Charcoal,Yes,1,Fortnightly,Male,Jeans,Kentucky,4 - 6,Card,Winter,Store Pickup,S,No,Retail_Clothing_Sales.csv,27,865,4,1,3.9,48.72
60,55-64,Clothing,Charcoal,Yes,1,Fortnightly,Male,Blouse,Colorado,1 - 3,Card,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,64,866,3,1,4.8,12.9
30,25-34,Accessories,Lavender,Yes,1,Weekly,Male,Sunglasses,New Mexico,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,31,867,1,1,2.7,68.97
30,35-44,Outerwear,Turquoise,Yes,1,Fortnightly,Male,Jacket,Colorado,1 - 3,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,37,868,3,1,3.1,9.09
40,35-44,Clothing,Green,Yes,1,Monthly,Male,Dress,North Carolina,1 - 3,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,40,869,1,1,3.2,118.38
30,35-44,Accessories,Silver,Yes,1,Weekly,Male,Hat,New Hampshire,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,38,870,1,1,2.7,41.05
60,65-70,Clothing,Blue,Yes,1,Weekly,Male,Hoodie,West Virginia,4 - 6,Cash,Fall,Courier,M,No,Retail_Clothing_Sales.csv,66,871,5,1,2.5,62.12
30,25-34,Accessories,Charcoal,Yes,1,Quarterly,Male,Handbag,Hawaii,"0
New",Card,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,33,872,0,1,2.6,26.59
50,55-64,Clothing,Pink,Yes,1,Quarterly,Male,Jeans,North Dakota,1 - 3,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,56,873,2,1,2.9,18.25
20,25-34,Footwear,Pink,Yes,1,Quarterly,Male,Boots,Mississippi,1 - 3,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,27,874,2,1,4.2,92.25
20,25-34,Outerwear,Magenta,Yes,1,Monthly,Male,Jacket,Maine,1 - 3,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,25,875,1,1,4.4,59.93
30,35-44,Footwear,Gray,Yes,1,Monthly,Male,Sandals,North Dakota,4 - 6,Cash,Summer,Courier,L,No,Retail_Clothing_Sales.csv,37,876,6,1,4.1,23.56
40,35-44,Accessories,Gray,Yes,1,Weekly,Male,Belt,Nebraska,"0
New",Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,41,877,0,1,3.8,37.01
60,55-64,Accessories,Orange,Yes,1,Monthly,Male,Handbag,Nebraska,"0
New",Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,64,878,0,1,4.9,59.91
20,18-24,Accessories,Black,Yes,1,Weekly,Male,Sunglasses,Tennessee,"0
New",Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,23,879,0,1,4.9,155.78
20,25-34,Clothing,Lavender,Yes,1,Quarterly,Male,Skirt,Wyoming,4 - 6,Card,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,25,880,6,1,4.1,88.55
30,35-44,Accessories,Red,Yes,1,Monthly,Male,Backpack,Nevada,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,39,881,2,1,3.1,85.75
10,18-24,Footwear,Silver,Yes,1,Fortnightly,Male,Sandals,South Carolina,4 - 6,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,19,882,4,1,2.7,52.1
50,45-54,Footwear,Cyan,Yes,1,Monthly,Male,Boots,Virginia,"0
New",Cash,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,50,883,0,1,3.8,19.9
20,25-34,Footwear,Gold,Yes,1,Monthly,Male,Sneakers,Pennsylvania,1 - 3,Cash,Fall,Courier,S,No,Retail_Clothing_Sales.csv,28,884,1,1,4.3,21.76
30,25-34,Clothing,Yellow,Yes,1,Weekly,Male,Skirt,Hawaii,1 - 3,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,31,885,1,1,4.1,177.53
40,35-44,Clothing,Purple,Yes,1,Monthly,Male,Dress,Ohio,"0
New",Card,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,41,886,0,1,4.4,527.39
10,18-24,Clothing,Brown,Yes,1,Monthly,Male,Shorts,Utah,"0
New",Cash,Summer,Courier,S,No,Retail_Clothing_Sales.csv,19,887,0,1,3.6,41.04
70,65-70,Accessories,Turquoise,Yes,1,Fortnightly,Male,Handbag,Minnesota,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,70,888,1,1,3.3,32.04
40,45-54,Accessories,Gold,Yes,1,Fortnightly,Male,Scarf,New Hampshire,"0
New",Cash,Spring,Courier,S,No,Retail_Clothing_Sales.csv,49,889,0,1,3.6,92.2
50,45-54,Accessories,Olive,Yes,1,Weekly,Male,Belt,Arizona,"0
New",Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,54,890,0,1,2.8,123.19
10,18-24,Accessories,Purple,Yes,1,Monthly,Male,Gloves,New York,"0
New",Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,19,891,0,1,4.3,37
20,18-24,Clothing,Lavender,Yes,1,Monthly,Male,Skirt,Pennsylvania,1 - 3,Card,Summer,Store Pickup,S,No,Retail_Clothing_Sales.csv,20,892,2,1,3.9,12.9
30,25-34,Clothing,Gray,Yes,1,Monthly,Male,Shorts,New Mexico,"0
New",Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,31,893,0,1,2.7,57.97
30,25-34,Accessories,Red,Yes,1,Monthly,Male,Backpack,Nebraska,4 - 6,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,33,894,6,1,4.7,36.99
20,18-24,Clothing,Purple,Yes,1,Quarterly,Male,Hoodie,Wyoming,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,24,895,2,1,3.8,50.49
40,35-44,Accessories,Olive,Yes,1,Quarterly,Male,Hat,Mississippi,1 - 3,Card,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,40,896,1,1,4.7,68.94
30,25-34,Accessories,Lavender,Yes,1,Fortnightly,Male,Jewelry,Arkansas,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,33,897,0,1,4.7,15.01
20,25-34,Clothing,Gray,Yes,1,Weekly,Male,Shirt,Illinois,"0
New",Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,29,898,0,1,3.4,177.34
20,18-24,Accessories,Red,Yes,1,Monthly,Male,Belt,Nevada,4 - 6,Cash,Spring,Courier,L,No,Retail_Clothing_Sales.csv,21,899,4,1,3.5,71.48
20,25-34,Clothing,Peach,Yes,1,Fortnightly,Male,Sweater,Rhode Island,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,28,900,3,1,4,47.18
20,18-24,Accessories,Gray,Yes,1,Quarterly,Male,Hat,West Virginia,"0
New",Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,21,901,0,1,3.3,388.47
60,55-64,Accessories,Violet,Yes,1,Monthly,Male,Scarf,Missouri,1 - 3,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,60,902,1,1,4.7,66.82
40,35-44,Accessories,Beige,Yes,1,Monthly,Male,Hat,Kentucky,4 - 6,Cash,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,43,903,4,1,2.8,28.7
20,18-24,Outerwear,Blue,Yes,1,Quarterly,Male,Jacket,Washington,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,24,904,2,1,3.3,29.8
30,25-34,Clothing,Magenta,Yes,1,Monthly,Male,T-shirt,Alaska,"0
New",Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,33,905,0,1,2.9,522.94
20,25-34,Clothing,Cyan,Yes,1,Fortnightly,Male,Dress,Mississippi,4 - 6,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,26,906,5,1,2.8,66.8
40,35-44,Clothing,Red,Yes,1,Weekly,Male,Pants,South Carolina,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,41,907,3,1,4.2,44.05
30,25-34,Clothing,Cyan,Yes,1,Weekly,Male,Sweater,Missouri,1 - 3,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,32,908,1,1,4.4,27.59
20,25-34,Accessories,Turquoise,Yes,1,Monthly,Male,Sunglasses,New Jersey,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,26,909,2,1,3.6,278.61
30,35-44,Accessories,Silver,Yes,1,Weekly,Male,Belt,Louisiana,"0
New",Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,36,910,0,1,2.7,44.03
40,45-54,Clothing,Pink,Yes,1,Monthly,Male,Hoodie,South Carolina,1 - 3,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,49,911,3,1,3.4,12.24
20,25-34,Clothing,Black,Yes,1,Quarterly,Male,Pants,Vermont,1 - 3,Cash,Winter,Courier,M,No,Retail_Clothing_Sales.csv,28,912,1,1,2.8,82.52
20,18-24,Clothing,Green,Yes,1,Monthly,Male,Hoodie,Arkansas,1 - 3,Cash,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,24,913,1,1,3.4,44.02
30,35-44,Footwear,Yellow,Yes,1,Monthly,Male,Sneakers,Utah,1 - 3,Cash,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,37,914,1,1,2.6,32.02
40,35-44,Clothing,Purple,Yes,1,Monthly,Male,Dress,Washington,1 - 3,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,43,915,2,1,4.1,64.31
30,25-34,Clothing,Purple,Yes,1,Fortnightly,Male,Dress,Rhode Island,1 - 3,Card,Winter,Store Pickup,L,No,Retail_Clothing_Sales.csv,31,916,1,1,2.9,10.27
40,45-54,Clothing,Blue,Yes,1,Monthly,Male,Jeans,Illinois,4 - 6,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,49,917,5,1,2.7,19.08
30,25-34,Clothing,Maroon,Yes,1,Quarterly,Male,Sweater,Missouri,1 - 3,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,33,918,1,1,3.7,57.94
20,25-34,Clothing,Orange,Yes,1,Fortnightly,Male,Shorts,North Carolina,7 & more,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,28,919,9,1,4.3,26.59
40,35-44,Clothing,Green,Yes,1,Weekly,Male,Shirt,Massachusetts,4 - 6,Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,41,920,4,1,2.6,113.27
30,35-44,Accessories,Gold,Yes,1,Weekly,Male,Belt,Arkansas,"0
New",Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,37,921,0,1,4.3,108.05
70,65-70,Outerwear,Silver,Yes,1,Weekly,Male,Coat,South Dakota,4 - 6,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,70,922,4,1,4.1,11.56
30,25-34,Footwear,Cyan,Yes,1,Monthly,Male,Sneakers,Georgia,4 - 6,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,34,923,6,1,4.2,50.47
50,55-64,Clothing,Silver,Yes,1,Weekly,Male,Shirt,Arkansas,4 - 6,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,55,924,6,1,4.2,11.55
10,18-24,Clothing,Beige,Yes,1,Quarterly,Male,Socks,Kansas,"0
New",Cash,Winter,Courier,XL,No,Retail_Clothing_Sales.csv,19,925,0,1,3.1,95.54
20,18-24,Clothing,Teal,Yes,1,Monthly,Male,Jeans,Arizona,7 & more,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,22,926,7,1,4.9,147.21
20,18-24,Clothing,Green,Yes,1,Weekly,Male,Jeans,Massachusetts,1 - 3,Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,21,927,1,1,4.4,55.92
20,18-24,Accessories,Turquoise,Yes,1,Quarterly,Male,Backpack,New Mexico,1 - 3,Card,Winter,Courier,XL,No,Retail_Clothing_Sales.csv,21,927,1,1,4.1,21.75
20,25-34,Footwear,Black,Yes,1,Weekly,Male,Sneakers,New Mexico,7 & more,Card,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,28,928,7,1,4.4,95.49
30,25-34,Clothing,Yellow,Yes,1,Monthly,Male,Dress,Arkansas,1 - 3,Cash,Winter,Store Pickup,XL,No,Retail_Clothing_Sales.csv,31,929,1,1,3.4,21.76
50,45-54,Footwear,White,Yes,1,Fortnightly,Male,Boots,Nebraska,1 - 3,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,54,930,2,1,4.5,218.34
20,25-34,Clothing,Green,Yes,1,Weekly,Male,T-shirt,Hawaii,1 - 3,Card,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,26,931,3,1,4.5,95.43
20,18-24,Outerwear,Silver,Yes,1,Fortnightly,Male,Coat,Nebraska,1 - 3,Cash,Winter,Courier,M,No,Retail_Clothing_Sales.csv,24,932,2,1,4.1,20.84
20,25-34,Clothing,Blue,Yes,1,Weekly,Male,Skirt,Indiana,"0
New",Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,25,933,0,1,3.2,11.55
70,65-70,Footwear,Magenta,Yes,1,Monthly,Male,Sneakers,Colorado,1 - 3,Card,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,70,934,1,1,2.7,123.1
40,45-54,Clothing,Yellow,Yes,1,Monthly,Male,Jeans,Oregon,1 - 3,Cash,Spring,Courier,S,No,Retail_Clothing_Sales.csv,45,935,3,1,3.7,32.01
40,35-44,Clothing,White,Yes,1,Fortnightly,Male,Hoodie,Ohio,1 - 3,Cash,Fall,Store Pickup,L,No,Retail_Clothing_Sales.csv,43,936,1,1,2.6,36.97
30,25-34,Footwear,Pink,Yes,1,Weekly,Male,Shoes,Maine,1 - 3,Cash,Summer,Courier,M,No,Retail_Clothing_Sales.csv,31,937,2,1,2.7,123.02
30,25-34,Clothing,Magenta,Yes,1,Quarterly,Male,Shorts,Iowa,4 - 6,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,32,938,4,1,2.7,11.55
30,35-44,Clothing,Teal,Yes,1,Fortnightly,Male,Blouse,Wisconsin,1 - 3,Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,36,939,3,1,4.8,319.99
20,25-34,Clothing,Indigo,Yes,1,Monthly,Male,T-shirt,New York,1 - 3,Card,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,25,940,2,1,4.8,155.64
40,45-54,Accessories,Maroon,Yes,1,Monthly,Male,Belt,Colorado,4 - 6,Card,Spring,Store Pickup,S,No,Retail_Clothing_Sales.csv,48,941,5,1,2.6,28.69
30,35-44,Accessories,Black,Yes,1,Monthly,Male,Handbag,Illinois,"0
New",Card,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,39,942,0,1,4.5,19.89
20,25-34,Clothing,Cyan,Yes,1,Weekly,Male,Dress,Arizona,"0
New",Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,26,943,0,1,3.2,177.15
30,25-34,Accessories,Cyan,Yes,1,Fortnightly,Male,Hat,Oklahoma,4 - 6,Card,Winter,Store Pickup,L,No,Retail_Clothing_Sales.csv,32,944,6,1,3.8,55.89
20,18-24,Accessories,Gray,Yes,1,Weekly,Male,Belt,Indiana,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,21,945,0,1,4.8,319.05
30,35-44,Footwear,Violet,Yes,1,Monthly,Male,Boots,Minnesota,7 & more,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,38,946,7,1,4.1,22.71
20,25-34,Outerwear,Blue,Yes,1,Quarterly,Male,Coat,Pennsylvania,1 - 3,Card,Spring,Store Pickup,XL,No,Retail_Clothing_Sales.csv,26,947,3,1,2.8,11.54
